,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8240,7,Crawford Street,Shane,Johnston,87,Head,Widowed,Male,Retired Art therapist,None,Methodist
8241,8,Crawford Street,Brenda,Morton,51,Head,Widowed,Female,Optometrist,None,None
8242,9,Crawford Street,Beverley,Townsend,46,Head,Widowed,Female,"Teacher, primary school",None,None
8243,9,Crawford Street,Hazel,Townsend,19,Daughter,Single,Female,Barista,None,None
8244,9,Crawford Street,Maria,Townsend,15,Daughter,NA,Female,Student,None,NA
8245,9,Crawford Street,Hannah,Townsend,15,Daughter,NA,Female,Student,None,NA
8246,10,Crawford Street,Gail,Booth,30,Head,Single,Female,"Engineer, materials", ,None
8247,10,Crawford Street,Jordan,Burrows,32,Partner,Single,Male,Merchant navy officer,None,None
8248,10,Crawford Street,Dawn,Mills,64,Lodger,Single,Female,Fitness centre manager,None,None
8249,1,Birmingham Road,Kyle,James,70,Head,Widowed,Male,"Retired Engineer, technical sales",None,Catholic
8250,2,Birmingham Road,Oliver,Lee,38,Head,Single,Male,Environmental health practitioner,None,Catholic
8251,3,Birmingham Road,Alexandra,Browne,38,Head,Single,Female,Unemployed,None,Catholic
8252,3,Birmingham Road,Hilary,Browne,11,Daughter,NA,Female,Student,None,NA
8253,3,Birmingham Road,Megan,Browne,9,Daughter,NA,F,Student,None,NA
8254,4,Birmingham Road,Victor,Powell,66,Head,Widowed,Male,Field trials officer,None,Catholic
8255,5,Birmingham Road,Jodie,Pearson,23,Head,Single,Female,Media planner,None,Catholic
8256,6,Birmingham Road,Kayleigh,Kennedy,22,Head,Single,Female,University Student,None,None
8257,7,Birmingham Road,Cameron,Jones,18,Head,Divorced,Male,Student,None,NA
8258,8,Birmingham Road,Kirsty,Little,18,Head,Divorced,Female,Student,None,NA
8259,9,Birmingham Road,Kenneth,Jones,57,Head,Single,Male,"Designer, multimedia",None,Christian
8260,10,Birmingham Road,Jacob,Lewis,70,Head,Widowed,Male,Retired Orthoptist,None,Christian
8261,1,Sanders Lane,Dawn,Hughes,50,Head,Married,Female,"Lecturer, higher education",None,Christian
8262,1,Sanders Lane,Mohamed,Evans,49,Husband,Married,Male,"Designer, industrial/product",None,Christian
8263,1,Sanders Lane,Callum,Hughes,9,Son,NA,Male,Student,None,NA
8264,1,Sanders Lane,Christian,Hughes,7,Son,NA,Male,Student,None,NA
8265,1,Sanders Lane,Mohamed,Hughes,3,Son,NA,Male,Child,None,NA
8266,2,Sanders Lane,Justin,Davis,62,Head,Married,Male,Maintenance engineer,None,None
8267,2,Sanders Lane,Karen,Davis,61,Wife,Married,Female,Hospital doctor,None,None
8268,2,Sanders Lane,Alan,Robinson,41,Son,Single,Male,Unemployed,None,None
8269,2,Sanders Lane,Christopher,Robinson,40,Son,Single,Male,"Conservator, museum/gallery",None,None
8270,2,Sanders Lane,Leon,Robinson,40,Son,Divorced,Male,Oceanographer,None,None
8271,2,Sanders Lane,Naomi,Robinson,36,Daughter,Single,Female,"Pharmacist, community",None,None
8272,2,Sanders Lane,Danielle,Robinson,34,Daughter,Single,Female,Customer service manager,None,None
8273,2,Sanders Lane,Paul,Robinson,27,Son,Single,Male,"Journalist, newspaper",None,None
8274,2,Sanders Lane,Duncan,Robinson,24,Son,Single,Male,Air traffic controller,None,None
8275,2,Sanders Lane,Glenn,Robinson,20,Son,Divorced,Male,University Student,None,None
8276,2,Sanders Lane,Donald,Robinson,18,Son,Single,Male,Student,None,None
8277,2,Sanders Lane,Kimberley,Robinson,17,Daughter,NA,Female,Student,None,NA
8278,2,Sanders Lane,Hollie,Robinson,13,Daughter,NA,Female,Student,None,NA
8279,2,Sanders Lane,Clifford,Robinson,11,Son,NA,Male,Student,None,NA
8280,2,Sanders Lane,Melanie,Robinson,7,Daughter,NA,Female,Student,None,NA
8281,2,Sanders Lane,Leigh,Robinson,6,Son,NA,Male,Student,None,NA
8282,2,Sanders Lane,Andrea,Robinson,2,Daughter,NA,Female,Child,None,NA
8283,2,Sanders Lane,Kate,Williams,25,Sibling,Single,Female,Trade mark attorney,None,None
8284,2,Sanders Lane,Kirsty,Hope,26,Cousin,Divorced,Female,Land/geomatics surveyor,None,None
8285,2,Sanders Lane,Ashleigh,Davis,20,Lodger,Single,Female,University Student,None,Christian
8286,3,Sanders Lane,Mohammad,Davies,67,Head,Married,Male,Radio producer,None,Christian
8287,3,Sanders Lane,Rebecca,Davies,65,Wife,Married,Female,Building services engineer,None,Christian
8288,3,Sanders Lane,Geraldine,Davies,33,Daughter,Single,Female,"Psychotherapist, child",None,Christian
8289,3,Sanders Lane,Sophie,Davies,30,Daughter,Single,Female,Management consultant,None,Christian
8290,3,Sanders Lane,Jane,Davies,27,Daughter,Single,Female,"Radiographer, diagnostic",None,Christian
8291,4,Sanders Lane,Samantha,Brown,75,Head,Married,Female,Retired Politician's assistant,None,None
8292,4,Sanders Lane,Iain,Brown,80,Husband,Married,Male,Retired Learning disability nurse,None,None
8293,4,Sanders Lane,Michael,Brown,42,Son,Single,Male,Dietitian,None,None
8294,4,Sanders Lane,Leon,Brown,38,Son,Single,Male,Conference centre manager,None,None
8295,4,Sanders Lane,Antony,Brown,37,Son,Single,Male,"Administrator, arts",None,None
8296,4,Sanders Lane,Melanie,Brown,37,Daughter,Divorced,Female,Museum/gallery conservator,None,None
8297,5,Sanders Lane,Denise,Hayward,70,Head,Married,Female,"Retired Surveyor, quantity",None,Christian
8298,5,Sanders Lane,Shane,Hayward,75,Husband,Married,Male,"Retired Designer, ceramics/pottery",None,Christian
8299,5,Sanders Lane,Ashley,Hayward,34,Son,Widowed,Male,Ambulance person,None,Christian
8300,5,Sanders Lane,George,Hayward,31,Son,Single,Male,Publishing copy,None,None
8301,5,Sanders Lane,Adam,Hayward,30,Adopted Son,Divorced,M,"Engineer, site",None,None
8302,5,Sanders Lane,Rosie,Hayward,30,Daughter,Single,Female,IT consultant,None,None
8303,5,Sanders Lane,Shirley,Hayward,27,Daughter,Single,Female,Community development worker,None,Christian
8304,5,Sanders Lane,Helen,Hayward,16,Daughter,NA,Female,Student,None,NA
8305,6,Sanders Lane,Jemma,Cunningham,74,Head,Married,Female,Retired Make,None,Christian
8306,6,Sanders Lane,Mohammed,Cunningham,73,Husband,Married,Male,Retired Environmental consultant,None,None
8307,6,Sanders Lane,Kate,Cunningham,35,Daughter,Single,Female,Advice worker,None,Christian
8308,6,Sanders Lane,Joseph,Cunningham,32,Son,Single,Male,TEFL teacher,None,Christian
8309,6,Sanders Lane,Karl,Cunningham,29,Son,Single,Male,Restaurant manager,None,Christian
8310,7,Sanders Lane,Carol,Scott,72,Head,Married,Female,Retired Retail manager,None,Christian
8311,7,Sanders Lane,Malcolm,Scott,73,Husband,Married,Male,Retired Tour manager,None,None
8312,7,Sanders Lane,Joan,Scott,40,Daughter,Single,Female,Rural practice surveyor,None,None
8313,7,Sanders Lane,Marcus,Scott,39,Son,Single,Male,Mental health nurse,None,Christian
8314,8,Sanders Lane,Marcus,Thorpe,50,Head,Divorced,Male,"Surveyor, building control",None,None
8315,8,Sanders Lane,Josephine,Thorpe,16,Daughter,NA,Female,Student,None,NA
8316,8,Sanders Lane,Megan,Thorpe,15,Adopted Daughter,NA,Female,Student,None,NA
8317,8,Sanders Lane,Abbie,Thorpe,14,Daughter,NA,Female,Student,None,NA
8318,9,Sanders Lane,Melanie,Chan,62,Head,Married,Female,Operational researcher,None,Christian
8319,9,Sanders Lane,Kevin,Chan,63,Husband,Married,Male,Counsellor,None,Christian
8320,9,Sanders Lane,Albert,Chan,29,Son,Single,Male,Armed forces operational officer,None,Christian
8321,9,Sanders Lane,Natasha,Chan,29,Daughter,Single,Female,Merchant navy officer,None,None
8322,9,Sanders Lane,Peter,Chan,7,Son,NA,Male,Student,None,NA
8323,10,Sanders Lane,Ann,Wilkinson,54,Head,Married,Female,Barista,None,None
8324,10,Sanders Lane,Max,Wilkinson,56,Husband,Married,Male,Operational investment banker,None,None
8325,10,Sanders Lane,Alice,Wilkinson,14,Daughter,NA,Female,Student,None,NA
8326,11,Sanders Lane,Lisa,Browne,38,Head,Married,Female,Horticultural therapist,None,None
8327,11,Sanders Lane,Gavin,Browne,40,Husband,Married,Male,Local government officer,None,None
8328,11,Sanders Lane,Daniel,Browne,16,Son,NA,Male,Student,None,NA
8329,11,Sanders Lane,Francis,Browne,12,Son,NA,Male,Student,None,NA
8330,11,Sanders Lane,Paige,Browne,9,Daughter,NA,Female,Student,None,NA
8331,12,Sanders Lane,Mathew,James,31,Head,Married,Male,IT consultant,None,Christian
8332,12,Sanders Lane,Patricia,James,27,Wife,Married,Female,"Surveyor, rural practice",None,Christian
8333,12,Sanders Lane,Matthew,James,1,Son,NA,Male,Child,None,NA
8334,12,Sanders Lane,Malcolm,Taylor-James,1,Son,NA,Male,Child,None,NA
8335,12,Sanders Lane,Stuart,Smith,19,Lodger,Single,Male,University Student,None,None
8336,12,Sanders Lane,Maureen,O'Connor,51,Sibling,Single,F,Public relations officer,None,Christian
8337,12,Sanders Lane,Gemma,Cooper,51,Lodger,Divorced,Female,"Psychotherapist, child",None,None
8338,12,Sanders Lane,Allan,Jenkins,22,Lodger,Single,Male,Market researcher,None,Muslim
8339,12,Sanders Lane,Rebecca,Parry,24,Lodger,Divorced,Female,Medical laboratory scientific officer,None,Christian
8340,12,Sanders Lane,Julian,Parsons,18,Cousin,Widowed,Male,Student,None,NA
8341,12,Sanders Lane,Ashley,Griffiths,23,Lodger,Single,Male,Sports development officer,None,None
8342,13,Sanders Lane,Suzanne,Carpenter,40,Head,Married,Female,Research scientist (medical),None,None
8343,13,Sanders Lane,Gordon,Carpenter-Gardner,44,Husband,Married,Male,Passenger transport manager,None,None
8344,13,Sanders Lane,Owen,Carpenter-Gardner,5,Son,NA,male,Student,None,NA
8345,13,Sanders Lane,Jasmine,Carpenter-Gardner,3,Daughter,NA,Female,Child,None,NA
8346,13,Sanders Lane,Dominic,Baker,32,Lodger,Single,Male,Dentist,None,None
8347,14,Sanders Lane,Donna,Hewitt,48,Head,Divorced,Female,Unemployed,None,Christian
8348,14,Sanders Lane,Russell,Hewitt,13,Son,NA,Male,Student,None,NA
8349,14,Sanders Lane,Anthony,Hewitt,12,Son,NA,Male,Student,None,NA
8350,14,Sanders Lane,Kevin,Hewitt,9,Son,NA,Male,Student,None,NA
8351,14,Sanders Lane,Alison,Hewitt,6,Daughter,NA,Female,Student,None,NA
8352,14,Sanders Lane,Jenna,Hewitt,3,Daughter,NA,Female,Child,None,NA
8353,14,Sanders Lane,Iain,Hewitt,0,Son,NA,Male,Child,None,NA
8354,14,Sanders Lane,Lauren,Kaur,44,Lodger,Single,Female,Risk manager,None,Methodist
8355,15,Sanders Lane,Jacqueline,Wong-Brooks,80,Head,Married,Female,Retired Contractor,None,None
8356,15,Sanders Lane,Steven,Wong-Brooks,81,Husband,Married,Male,Retired Community education officer,None,None
8357,15,Sanders Lane,Jake,Wong-Brooks,47,Son,Divorced,Male,"Conservator, museum/gallery",None,None
8358,15,Sanders Lane,Oliver,Wong-Brooks,44,Son,Single,Male,"Administrator, arts",None,None
8359,15,Sanders Lane,Vanessa,Wong-Brooks,44,Daughter,Divorced,Female,"Engineer, maintenance",None,None
8360,15,Sanders Lane,Rhys,Whitehead-Wong-Brooks,42,Son,Single,Male,"Administrator, education",None,None
8361,15,Sanders Lane,Anne,Whitehead-Wong-Brooks,38,Daughter,Single,Female,Race relations officer,None,None
8362,1,Kennedy Glen,Wayne,Hall,69,Head,Widowed,Male,Retired Minerals surveyor,None,None
8363,2,Kennedy Glen,Alexander,Nicholls,39,Head,Single,Male,Chief Financial Officer,None,Catholic
8364,3,Kennedy Glen,Antony,Shah,62,Head,Single,Male,Fast food restaurant manager,None,Christian
8365,3,Kennedy Glen,Julie,Gallagher,28,None,Single,Female,"Scientist, marine",None,None
8366,4,Kennedy Glen,Dorothy,Potter,36,Head,Divorced,Female,Magazine features editor,None,None
8367,5,Kennedy Glen,Rachael,Newton,78,Head,Divorced,Female,Retired Dramatherapist,None,Christian
8368,6,Kennedy Glen,Geoffrey,Parkinson,67,Head,Widowed,Male,Print production planner,None,None
8369,7,Kennedy Glen,Jade,Humphreys,58,Head,Single,Female,Unemployed,None,None
8370,7,Kennedy Glen,Emma,Humphreys,23,Daughter,Single,Female,Art gallery manager,None,None
8371,7,Kennedy Glen,Gail,Humphreys,22,Daughter,Single,Female,University Student,None,None
8372,8,Kennedy Glen,Tony,Walker,63,Head,Single,Male,Aeronautical engineer,None,None
8373,9,Kennedy Glen,Graeme,O'Sullivan,30,Head,Single,Male,"Designer, furniture",None,None
8374,10,Kennedy Glen,Jason,Cooper,46,Head,Single,Male,Metallurgist,None,Christian
8375,11,Kennedy Glen,Douglas,Cameron,48,Head,Single,Male,Environmental consultant,None,Methodist
8376,12,Kennedy Glen,Jenna,Simpson,32,Head,Single,Female,Forensic psychologist,None,Catholic
8377,13,Kennedy Glen,Lisa,Hunt,71,Head,Married,Female,Retired Operations geologist,None,Christian
8378,13,Kennedy Glen,Ian,Hunt,73,Husband,Married,Male,Retired Plant breeder/geneticist,None,Christian
8379,14,Kennedy Glen,Raymond,Wilson,81,Head,Married,Male,Retired Meteorologist,None,None
8380,14,Kennedy Glen,Cheryl,Wilson,78,Wife,Married,Female,"Retired Engineer, energy",None,None
8381,15,Kennedy Glen,Lindsey,Jones,22,Head,Single,Female,University Student,None,Catholic
8382,16,Kennedy Glen,Tracy,Barber,21,Head,Single,Female,University Student,None,None
8383,16,Kennedy Glen,Jemma,Lawrence,21,None,Single,Female,University Student,None,None
8384,17,Kennedy Glen,Gary,Fletcher,40,Head,Single,Male,Charity officer,None,None
8385,18,Kennedy Glen,Mohammad,Davey,69,Head,Widowed,Male,Retired Sales promotion account executive,None,Christian
8386,19,Kennedy Glen,Stuart,Wilson,69,Head,Widowed,Male,Retired Warehouse manager,None,Catholic
8387,19,Kennedy Glen,Cheryl,Bruce-Wilson,45,Daughter,Single,Female,"Conservation officer, historic buildings",None,None
8388,20,Kennedy Glen,Emily,Kelly,80,Head,Married,Female,Retired Insurance account manager,None,Christian
8389,20,Kennedy Glen,Jeremy,Kelly,82,Husband,Married,Male,Retired Land,None,Christian
8390,21,Kennedy Glen,Aimee,Chapman,57,Head,Married,Female,Race relations officer,None,Christian
8391,21,Kennedy Glen,Bryan,Chapman,61,Husband,Married,Male,Commissioning editor,None,Christian
8392,22,Kennedy Glen,Sara,Hughes,40,Head,Single,Female,Unemployed,None,None
8393,22,Kennedy Glen,Hugh,Stewart,41,Partner,Single,m,Technical brewer,None,None
8394,22,Kennedy Glen,Sally,Hughes,7,Daughter,NA,Female,Student,None,NA
8395,23,Kennedy Glen,Gary,Barber,68,Head,Single,Male,"Retired Producer, television/film/video",None,Christian
8396,24,Kennedy Glen,Donna,Watts,63,Head,Married,Female,English as a second language teacher,None,Christian
8397,24,Kennedy Glen,Glen,Watts,67,Husband,Married,Male,Theatre director,None,Christian
8398,24,Kennedy Glen,Jeffrey,Watts,34,Son,Divorced,Male,Legal secretary,None,Christian
8399,25,Kennedy Glen,Dennis,Ahmed,32,Head,Single,Male,Senior tax professional/tax inspector,None,None
8400,26,Kennedy Glen,Joseph,Cole,71,Head,Married,Male,Retired Structural engineer,None,None
8401,26,Kennedy Glen,Teresa,Cole,69,Wife,Married,Female,Retired Product manager,None,None
8402,27,Kennedy Glen,Michelle,Clark,63,Head,Married,Female,Radio producer,None,Catholic
8403,27,Kennedy Glen,Conor,Clark,63,Husband,Married,Male,Musician,None,None
8404,28,Kennedy Glen,Jay,Conway,42,Head,Single,Male,"Surveyor, commercial/residential",None,None
8405,29,Kennedy Glen,Scott,Singh,87,Head,Widowed,Male,Retired Education administrator,None,Methodist
8406,30,Kennedy Glen,Terence,Brown,67,Head,Widowed,Male,"Journalist, broadcasting",Mental Disability,Catholic
8407,31,Kennedy Glen,Janice,Harper,42,Head,Married,Female,Claims inspector/assessor,None,None
8408,31,Kennedy Glen,Luke,Harper,39,Husband,Married,Male,Hospital doctor,None,None
8409,31,Kennedy Glen,Ryan,Harper,10,Son,NA,Male,Student,None,NA
8410,32,Kennedy Glen,Susan,Bowen,34,Head,Single,Female,Planning and development surveyor,None,None
8411,32,Kennedy Glen,Sharon,Bowen,4,Daughter,NA,Female,Child,None,NA
8412,32,Kennedy Glen,Debra,Bowen,1,Daughter,NA,Female,Child,None,NA
8413,32,Kennedy Glen,Mandy,Pearson,55,Visitor,Divorced,Female,Waste management officer,None,Christian
8414,33,Kennedy Glen,Jenna,Lloyd,55,Head,Married,Female,Chartered public finance accountant,None,None
8415,33,Kennedy Glen,Toby,Lloyd,55,Husband,Married,Male,Mudlogger,None,None
8416,34,Kennedy Glen,Dominic,Hughes,20,Head,Single,Male,University Student,None,None
8417,35,Kennedy Glen,Christine,Morgan,59,Head,Divorced,Female,"Engineer, land",None,Catholic
8418,36,Kennedy Glen,Justin,Barnes,19,Head,Divorced,Male,University Student,None,Catholic
8419,37,Kennedy Glen,Chloe,Edwards,72,Head,Widowed,Female,Retired Drilling engineer,None,Christian
8420,38,Kennedy Glen,Daniel,Sanders,41,Head,Married,Male,"Surveyor, commercial/residential",None,None
8421,38,Kennedy Glen,Marilyn,Sanders,36,Wife,Married,Female,"Lecturer, further education",None,None
8422,39,Kennedy Glen,Gareth,Alexander,66,Head,Divorced,Male,Wellsite geologist,None,None
8423,40,Kennedy Glen,Lynne,Holmes,67,Head,Widowed,Female,Cytogeneticist,None,Methodist
8424,41,Kennedy Glen,Andrew,Carter,72,Head,Widowed,Male,"Retired Engineer, chemical",None,Christian
8425,42,Kennedy Glen,Joanne,Brennan,31,Head,Single,Female,Ship broker,None,Catholic
8426,42,Kennedy Glen,Jean,Roberts,25,None,Single,Female,Geochemist,None,Catholic
8427,42,Kennedy Glen,Ricky,Nicholson,27,None,Single,Male,Television production assistant,None,None
8428,43,Kennedy Glen,Clare,Jones,62,Head,Married,Female,"Engineer, biomedical",None,Christian
8429,43,Kennedy Glen,Kieran,Jones,67,Husband,Married,Male,Licensed conveyancer,None,None
8430,44,Kennedy Glen,June,Jackson,63,Head,Single,Female,Merchant navy officer,None,Christian
8431,45,Kennedy Glen,Tom,Parkes,51,Head,Divorced,Male,"Engineer, land",None,Christian
8432,46,Kennedy Glen,Daniel,Dawson,70,Head,Married,Male,Retired Landscape architect,None,Christian
8433,46,Kennedy Glen,Rachel,Dawson,74,Wife,Married,Female,Retired Copy,None,Christian
8434,47,Kennedy Glen,Grace,Coates,44,Head,Single,Female,"Psychotherapist, child",None,None
8435,48,Kennedy Glen,Simon,James,31,Head,Single,Male,"Accountant, chartered public finance",None,Christian
8436,48,Kennedy Glen,Georgia,Stone,29,Partner,Single,Female,"Designer, blown glass/stained glass",None,Christian
8437,49,Kennedy Glen,Louise,Dobson,78,Head,Married,Female,"Retired Engineer, production",None,Christian
8438,49,Kennedy Glen,Sam,Dobson,76,Husband,Married,Male,Retired Merchant navy officer,None,Christian
8439,49,Kennedy Glen,Jason,Dobson,37,Son,Single,Male,Chief Operating Officer,None,Christian
8440,50,Kennedy Glen,Debra,Gibbons,60,Head,Single,Female,Wellsite geologist,None,None
8441,51,Kennedy Glen,Suzanne,Bailey,46,Head,Married,Female,Futures trader,None,Christian
8442,51,Kennedy Glen,Julian,Bailey,43,Husband,Married,Male,Secretary/administrator,None,Christian
8443,51,Kennedy Glen,Dennis,Bailey,19,Son,Divorced,Male,"Engineer, structural",None,Christian
8444,51,Kennedy Glen,Marcus,Bailey,5,Son,NA,Male,Student,None,NA
8445,52,Kennedy Glen,Ellie,Johnson,26,Head,Single,Female,"Producer, radio",None,Christian
8446,53,Kennedy Glen,Martin,Ward,56,Head,Single,Male,"Nurse, mental health",None,Christian
